StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent-prolific,prolific_id,country_residence,hiring_experience,recommend-scale,open-form-explain,fit,quit,easy-to-manage,team-player,attention-binary-qs,gender,gender _3_TEXT,age,education,geography,work-experience,employment-status,employment-status _7_TEXT,specific-occupation,specific-occupation_6_TEXT,followup-jobtitle,followup-other,followup-other_1_TEXT,followup-other_2_TEXT,feedback,PROLIFIC_PID,resumes_randomization_DO_male-employee,resumes_randomization_DO_female-founder,resumes_randomization_DO_female-employee,resumes_randomization_DO_male-founder,specific-questions_DO_quit,specific-questions_DO_fit,specific-questions_DO_team-player,specific-questions_DO_easy-to-manage
2021-11-25T12:53:18Z,2021-11-25T12:56:23Z,IP Address,24.204.162.0,100,184,TRUE,2021-11-25T12:56:23Z,R_2dLwcyA9WApIL0C,NA,NA,NA,NA,42.96980285644531,-85.92120361328125,anonymous,EN,I consent,60a572b74e77a2e7272386ea,United States,Yes,Very probably recommend,He has a lot of experience and knowledge in the field and on paper is a good candidate,A moderately good fit,"Definitely
will not quit",Definitely easy,A moderately good team player,"Yes, an ex-founder",Male,NA,33,Associate or Bachelor's degree,Midwest,5–10 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,Bank,No good survey,60a572b74e77a2e7272386ea,NA,NA,NA,1,3,4,1,2
2021-11-25T12:50:58Z,2021-11-25T12:56:35Z,IP Address,99.62.191.38,100,337,TRUE,2021-11-25T12:56:35Z,R_29c5eiDlVLhPHCw,NA,NA,NA,NA,26.213394165039062,-80.2238998413086,anonymous,EN,I consent,5c8eb16ed169ac0001c27629,United States,Yes,Very probably recommend,Katie seemed very well rounded with enough experience and education to fulfill the requirements.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,An extremely good team player,"No, not an ex-founder",Female,NA,68,"Some college, no degree",South,More than 20 years,Other:,Retired and enjoying life!,NA,NA,NA,NA,NA,NA,NA,5c8eb16ed169ac0001c27629,NA,NA,1,NA,1,3,4,2
2021-11-25T12:50:38Z,2021-11-25T12:56:53Z,IP Address,98.198.90.237,100,374,TRUE,2021-11-25T12:56:54Z,R_3eq9LGkf5Ud5NbD,NA,NA,NA,NA,29.738800048828125,-95.830902099609375,anonymous,EN,I consent,60d3789eaea26baa8ff53bb8,United States,Yes,Very probably recommend,good experience in all the corresponding.,A slightly good fit,Likely,Very easy,A slightly good team player,"Yes, an ex-founder",Male,NA,29,Master's degree,South,Less than 5 years,Working,NA,Type name here:,bills,manager,NA,NA,NA,good study,60d3789eaea26baa8ff53bb8,NA,NA,NA,1,1,4,2,3
2021-11-25T12:51:49Z,2021-11-25T12:57:03Z,IP Address,67.247.153.97,100,314,TRUE,2021-11-25T12:57:04Z,R_sRv0GuhVKBGjRKh,NA,NA,NA,NA,44.047393798828125,-70.38990020751953,anonymous,EN,I consent,5f15ba922eed6a21fe83e78a,United States,Yes,Definitely will recommend,Vast experience at a high level.,An extremely good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Male,NA,75,Associate or Bachelor's degree,Northeast,More than 20 years,Other:,retired,NA,NA,NA,NA,NA,NA,I cannot think of any.,5f15ba922eed6a21fe83e78a,NA,1,NA,NA,2,1,4,3
2021-11-25T12:54:24Z,2021-11-25T12:57:04Z,IP Address,68.162.79.139,100,159,TRUE,2021-11-25T12:57:05Z,R_27flXwMldwZJZWM,NA,NA,NA,NA,40.232696533203125,-76.93309783935547,anonymous,EN,I consent,5e5b044f52cf7730575d3dcd,United States,Yes,Definitely will recommend,She appears qualified and experienced.,An extremely good fit,"Definitely
will not quit",Definitely easy,A moderately good team player,"No, not an ex-founder",Male,NA,37,Associate or Bachelor's degree,Midwest,More than 20 years,Working,NA,Type name here:,Select Medical,Csr,NA,NA,NA,No,5e5b044f52cf7730575d3dcd,NA,1,NA,NA,2,4,1,3
2021-11-25T12:54:13Z,2021-11-25T12:57:12Z,IP Address,136.32.17.173,100,178,TRUE,2021-11-25T12:57:12Z,R_3nOU7XvSmMgNbr5,NA,NA,NA,NA,38.994903564453125,-94.36519622802734,anonymous,EN,I consent,6091f9f7d380984298d76466,United States,Yes,Definitely will recommend,She’s owned her own business since 2014,A moderately good fit,"Might or
might not quit",Easy,An extremely good team player,"Yes, an ex-founder",Male,NA,34,Master's degree,Midwest,10–20 years,Working,NA,Type name here:,University of Missouri,Director,NA,NA,NA,NA,6091f9f7d380984298d76466,NA,1,NA,NA,1,4,3,2
2021-11-25T12:53:55Z,2021-11-25T12:57:43Z,IP Address,71.225.178.41,100,227,TRUE,2021-11-25T12:57:43Z,R_2P0F6v7PFCFBj7Q,NA,NA,NA,NA,40.35530090332031,-75.31999969482422,anonymous,EN,I consent,5ba292385301b80001c71ba2,United States,Yes,Definitely will recommend,They have a lot of experience in the field and can manage and lead a team.,An extremely good fit,"Definitely
will not quit",Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,48,Master's degree,Northeast,More than 20 years,Working,NA,Type name here:,Non-Disclosure Agreement,CTO,NA,NA,NA,"Fun survey, thanks.",5ba292385301b80001c71ba2,1,NA,NA,NA,2,3,4,1
2021-11-25T12:55:47Z,2021-11-25T12:58:33Z,IP Address,96.245.181.92,100,165,TRUE,2021-11-25T12:58:33Z,R_2f3sxPVsGJoAlYr,NA,NA,NA,NA,40.09779357910156,-75.639801025390625,anonymous,EN,I consent,5c8e72856243bb0001dcdea2,United States,Yes,Not very probably recommend,her resume has year error incorrectly listing 2010-2012 for two jobs with a 2 year gap,Neither a bad nor a good fit,"Might or
might not quit",Not easy,A neither good nor bad team player,"No, not an ex-founder",Male,NA,32,Associate or Bachelor's degree,Northeast,5–10 years,With a job but not at work,NA,Type name here:,steel company abc,analyst,NA,NA,NA,NA,5c8e72856243bb0001dcdea2,NA,NA,1,NA,3,1,4,2
2021-11-25T12:42:25Z,2021-11-25T12:58:35Z,IP Address,108.50.198.184,100,970,TRUE,2021-11-25T12:58:35Z,R_2ruxGY20aMlA2h6,NA,NA,NA,NA,40.71800231933594,-74.07330322265625,anonymous,EN,I consent,605134897eb2ce8a9eb367f9,United States,Yes,Definitely will recommend,The candidate has great experience under a corporate company as well as their own startup. They have many years experience and seemingly strong results.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,An extremely good team player,"Yes, an ex-founder",Male,NA,35,Master's degree,Northeast,10–20 years,Working,NA,Type name here:,"CVTC, Inc.",Staff Therapist,NA,NA,NA,"The ex-founder question was confusing. She's a current founder but potentially leaving her startup, which would make her an ex founder depending on perspective.",605134897eb2ce8a9eb367f9,NA,1,NA,NA,1,2,4,3
2021-11-25T12:57:58Z,2021-11-25T12:58:37Z,IP Address,173.25.196.246,100,38,TRUE,2021-11-25T12:58:37Z,R_zVdV5QQEiRfN7gJ,NA,NA,NA,NA,41.585906982421875,-88.90889739990234,anonymous,EN,I consent,5dd733664524e76dc4537fe2,United States,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5dd733664524e76dc4537fe2,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25T12:53:22Z,2021-11-25T12:59:23Z,IP Address,96.227.48.132,100,360,TRUE,2021-11-25T12:59:23Z,R_1eFCKj8atcLvZeL,NA,NA,NA,NA,39.966400146484375,-75.16850280761719,anonymous,EN,I consent,605bc8caf9e0b0f799baf6da,United States,Yes,Very probably recommend,consistent marketing experience over time combined with promotions each role change.,A moderately good fit,Very likely,Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Male,NA,35,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,Urban Outfitters,Not comfortable sharing,NA,NA,NA,NA,605bc8caf9e0b0f799baf6da,NA,NA,1,NA,3,2,1,4
2021-11-25T12:59:17Z,2021-11-25T12:59:28Z,IP Address,96.27.114.143,100,11,TRUE,2021-11-25T12:59:29Z,R_UaN4x2PTf77WYTL,NA,NA,NA,NA,41.31280517578125,-81.856597900390625,anonymous,EN,I consent,61141391b248527d53b5799c,United States,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61141391b248527d53b5799c,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25T12:57:35Z,2021-11-25T12:59:40Z,IP Address,98.244.155.118,100,124,TRUE,2021-11-25T12:59:40Z,R_r1hGkuYaOvwK7FT,NA,NA,NA,NA,32.03880310058594,-81.12190246582031,anonymous,EN,I consent,60fd5495f103477ac3c61ca6,United States,Yes,Probably recommend,Good marketing experience,A slightly good fit,"Might or
might not quit",Neither easy nor difficult,A neither good nor bad team player,"Yes, an ex-founder",Female,NA,56,Master's degree,South,More than 20 years,Working,NA,Type name here:,SCCPSS School System,Teacher,NA,NA,NA,NA,60fd5495f103477ac3c61ca6,NA,1,NA,NA,4,3,1,2
2021-11-25T12:49:20Z,2021-11-25T13:00:18Z,IP Address,99.12.190.210,100,658,TRUE,2021-11-25T13:00:19Z,R_2Eo9G3D45fV0Ri6,NA,NA,NA,NA,43.00059509277344,-88.220001220703125,anonymous,EN,I consent,6051536b3e81428095504b35,United States,Yes,Definitely will recommend,"This candidate, based on their resume, appears to have a wide range of marketing experience along with some project management and leadership skills. The quality of their resume suggests they would be able to take their skills and experiences to other positions with more responsibilities and expectations and be successful. Obviously, more only reservation would be that I have never actually met or seen this person actually function in a work environment.",A moderately good fit,Likely,Very easy,A moderately good team player,"Yes, an ex-founder",Male,NA,62,Master's degree,Midwest,More than 20 years,Other:,Retired but regularly taking care of our grandchildren with my wife while our daughter and son-in-law worked.,NA,NA,NA,NA,NA,NA,Thank you for the opportunity to complete this study.,6051536b3e81428095504b35,NA,1,NA,NA,4,1,2,3
2021-11-25T12:55:05Z,2021-11-25T13:00:35Z,IP Address,24.33.129.119,100,330,TRUE,2021-11-25T13:00:36Z,R_PUtLacnM5WnySKl,NA,NA,NA,NA,39.33599853515625,-84.3125991821289,anonymous,EN,I consent,60fd39703a387e7cfb6893b7,United States,Yes,Probably recommend,"He has good but somewhat limited experience in other companies, and I wonder why he's leaving the company he co-founded.",A slightly good fit,Likely,Easy,A moderately good team player,"Yes, an ex-founder",Female,NA,45,Associate or Bachelor's degree,Midwest,More than 20 years,Working,NA,Type name here:,The Gorilla Glue Company,Customer Service Manager,NA,NA,NA,NA,60fd39703a387e7cfb6893b7,NA,NA,NA,1,1,3,2,4
2021-11-25T12:55:08Z,2021-11-25T13:01:42Z,IP Address,99.82.235.78,100,393,TRUE,2021-11-25T13:01:42Z,R_vuaxh3xJqQUTI65,NA,NA,NA,NA,41.94599914550781,-87.70330047607422,anonymous,EN,I consent,614e028ecf892a8c9ba41c3f,United States,Yes,Very probably recommend,The job applicant had a very good resume.  It was filled with progressive achievement and a good job history.  The applicant seems proficient and driven.,An extremely good fit,Not very likely,Very easy,An extremely good team player,"No, not an ex-founder",Female,NA,47,Master's degree,Midwest,More than 20 years,Working,NA,Type name here:,Volunteers of America,Therapist,NA,NA,NA,NA,614e028ecf892a8c9ba41c3f,1,NA,NA,NA,1,2,3,4
2021-11-25T12:56:32Z,2021-11-25T13:01:51Z,IP Address,172.58.137.159,100,319,TRUE,2021-11-25T13:01:51Z,R_3Div4x43aFWt1rp,NA,NA,NA,NA,38.577392578125,-90.6708984375,anonymous,EN,I consent,5df0df9894a4fd12df0575af,United States,Yes,Very probably recommend,This candidate worked his way up the marketing chain. I like that he lists how many campaigns he has run.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Female,NA,59,Associate or Bachelor's degree,South,More than 20 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,No,5df0df9894a4fd12df0575af,NA,NA,NA,1,2,3,4,1
2021-11-25T12:57:54Z,2021-11-25T13:02:07Z,IP Address,184.91.80.166,100,252,TRUE,2021-11-25T13:02:07Z,R_3jd3oZMO8vYH4WU,NA,NA,NA,NA,28.597793579101562,-81.302398681640625,anonymous,EN,I consent,5bbd3bacf732b50001d9099a,United States,Yes,Definitely will recommend,she is well educated and has over ten years experience in marketing fields,Neither a bad nor a good fit,"Might or
might not quit",Easy,A moderately good team player,"Yes, an ex-founder",Female,NA,33,PhD degree,South,10–20 years,Working,NA,Type name here:,j and b vintage,co owner,NA,NA,NA,nope,5bbd3bacf732b50001d9099a,NA,1,NA,NA,1,4,2,3
2021-11-25T12:57:10Z,2021-11-25T13:02:18Z,IP Address,72.184.237.108,100,308,TRUE,2021-11-25T13:02:18Z,R_25Fn1EW6Dh8KkVT,NA,NA,NA,NA,28.030303955078125,-82.78160095214844,anonymous,EN,I consent,6029acb673830e93bcc9230f,United States,Yes,Very probably recommend,"Resume indicates successful approach, and managerial experience, but in only 2 markets",A moderately good fit,Likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,70,"Some college, no degree",Northeast,More than 20 years,Working,NA,Type name here:,Self employed,Consultant,NA,NA,NA,Allow more free form opinions,6029acb673830e93bcc9230f,1,NA,NA,NA,4,3,2,1
2021-11-25T12:52:15Z,2021-11-25T13:02:32Z,IP Address,68.97.154.50,100,617,TRUE,2021-11-25T13:02:33Z,R_elmlwCbZBERtfW1,NA,NA,NA,NA,35.53759765625,-97.96379852294922,anonymous,EN,I consent,6152152ee63e3fcd81cc961f,United States,Yes,"Might or
might not recommend",the recommendation would depend on the jobs requirements...this candidate has defined skills that might not fit certain positions,Neither a bad nor a good fit,Likely,Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Male,NA,66,Associate or Bachelor's degree,South,More than 20 years,Other:,retired,NA,NA,NA,NA,NA,NA,nothing,6152152ee63e3fcd81cc961f,NA,NA,NA,1,3,1,2,4
2021-11-25T12:39:20Z,2021-11-25T13:03:02Z,IP Address,47.156.26.246,100,1421,TRUE,2021-11-25T13:03:02Z,R_3ERNVFanL9dTgTP,NA,NA,NA,NA,33.60560607910156,-117.26620483398438,anonymous,EN,I consent,614f2378929f8d4e2447ec6c,United States,Yes,Not very probably recommend,"The candidates work history is sporadic, at least according to this resume. They have listed that they held both a marketing coordinator and marketing assistant job at the same company for the exact time frame. This is a red flag because they are either: A) terrible at writing and lack the attention to detail to know that even a moment of proofreading would be representative of subpar communication skills, or B) they are simply lying about their experience. It also concerns me that they took a 2 year break between their job at BestBuy and starting their own company. Although starting a company is quite a positive aspect on this resume ,and leads me to believe the candidate has great initiative, the gap in work history does make me wonder if they started the company because they were unable to find work. One of the biggest questions I'd like answered is why this candidate is looking for work when they are currently running their own company. If they have the marketing skills that are claimed on the resume, shouldn't the company be doing well enough that they would be self sufficient after 7 years in business? Overall, the impression I have of the candidate after reading the resume is far from favorable and I highly doubt I would recommend them for the position.",An extremely bad fit,Very likely,Not easy,A slightly bad team player,"No, not an ex-founder",Female,NA,40,Associate or Bachelor's degree,West,More than 20 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,NA,614f2378929f8d4e2447ec6c,NA,NA,NA,1,1,2,3,4
2021-11-25T12:51:45Z,2021-11-25T13:03:43Z,IP Address,100.17.21.98,100,718,TRUE,2021-11-25T13:03:44Z,R_sTpr4PAubO47tD3,NA,NA,NA,NA,42.48809814453125,-71.27580261230469,anonymous,EN,I consent,5dd4070a57a7e13efe25534a,United States,Yes,"Might or
might not recommend","She looks competent and successful, but I'd need more information about her background and interest, as well as the position available",Neither a bad nor a good fit,Not likely,Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Female,NA,58,Master's degree,Northeast,More than 20 years,Working,NA,Type name here:,None of your business,Sr Research Associate,NA,NA,NA,NA,5dd4070a57a7e13efe25534a,NA,1,NA,NA,1,2,4,3
2021-11-25T12:57:53Z,2021-11-25T13:03:53Z,IP Address,162.237.216.36,100,360,TRUE,2021-11-25T13:03:53Z,R_3ndyPVtHNm5Z5c5,NA,NA,NA,NA,40.141204833984375,-87.62640380859375,anonymous,EN,I consent,5bc9ff771760a8000115b8f7,United States,Yes,Very probably recommend,"She went to a good college, University of Illinois, which I'm quite familiar with. She's worked in the marketing department for Best Buy and managed their social media accounts.",A moderately good fit,"Might or
might not quit",Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,52,High school degree,Midwest,More than 20 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,The last question about being a founder I wasn't sure if I had read that.,5bc9ff771760a8000115b8f7,NA,NA,1,NA,3,1,4,2
2021-11-25T13:03:07Z,2021-11-25T13:03:59Z,IP Address,76.29.156.53,100,51,TRUE,2021-11-25T13:03:59Z,R_1IGCvuAt9YWKPRt,NA,NA,NA,NA,28.802398681640625,-81.53160095214844,anonymous,EN,I consent,5d88dcb723dfcc00151fd043,United States,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5d88dcb723dfcc00151fd043,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25T12:57:54Z,2021-11-25T13:03:59Z,IP Address,98.206.243.144,100,365,TRUE,2021-11-25T13:04:00Z,R_323yLqpm4L4YVe4,NA,NA,NA,NA,41.5635986328125,-88.2156982421875,anonymous,EN,I consent,60ff4f840fb5130859720ab8,United States,Yes,Very probably recommend,This candidate looks like he has good experience. He has been at his last job for a decent amount of time so he is not a job hopper. He went to a great college.,A slightly good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,40,Associate or Bachelor's degree,Midwest,More than 20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,No,60ff4f840fb5130859720ab8,1,NA,NA,NA,4,1,3,2
2021-11-25T12:58:00Z,2021-11-25T13:04:23Z,IP Address,68.198.7.251,100,382,TRUE,2021-11-25T13:04:23Z,R_24oxZXJ2itz098A,NA,NA,NA,NA,40.69810485839844,-73.704498291015625,anonymous,EN,I consent,608463432ad9e5774c98b317,United States,Yes,Definitely will recommend,"From the resume, it seems that this person is very driven and good at his job. He has never had a lapse in employment and seems to be looking forward to improving himself, which means that he will be an asset.",A slightly bad fit,Not likely,Not easy,A slightly good team player,"Yes, an ex-founder",Male,NA,49,Master's degree,Northeast,More than 20 years,Working,NA,Type name here:,NYCDOE,Assistant Principal,NA,NA,NA,The survey is easy to understand and the questions as very clear.,608463432ad9e5774c98b317,NA,NA,NA,1,1,2,3,4
2021-11-25T13:00:23Z,2021-11-25T13:04:24Z,IP Address,73.67.186.97,100,240,TRUE,2021-11-25T13:04:24Z,R_1kMt3OeARWhC22C,NA,NA,NA,NA,45.71260070800781,-122.6239013671875,anonymous,EN,I consent,5f52766dd727bc5294e1dd1e,United States,Yes,Very probably recommend,"The resume was thorough, with very impressive credentials if one is looking for a marketing expert",An extremely good fit,Not very likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,41,"Some college, no degree",West,More than 20 years,With a job but not at work,NA,Does not apply / Other,NA,NA,Write industry here:,Arts,NA,NA,5f52766dd727bc5294e1dd1e,NA,NA,NA,1,2,1,3,4
2021-11-25T12:58:59Z,2021-11-25T13:04:27Z,IP Address,72.191.212.138,100,327,TRUE,2021-11-25T13:04:27Z,R_1FLOysFfwfMkR0g,NA,NA,NA,NA,31.509506225585938,-97.23030090332031,anonymous,EN,I consent,5e63e24eaf3bd51660031dbe,United States,Yes,Definitely will recommend,She's clearly qualified with plenty of relevant experience and education.,An extremely good fit,Not likely,Very easy,An extremely good team player,"No, not an ex-founder",Male,NA,35,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,St. Andrews Medical Center,Department Manager,NA,NA,NA,No,5e63e24eaf3bd51660031dbe,NA,NA,1,NA,1,2,4,3
2021-11-25T13:01:43Z,2021-11-25T13:04:53Z,IP Address,68.33.212.144,100,190,TRUE,2021-11-25T13:04:54Z,R_VRcpX4sgpzW8FPP,NA,NA,NA,NA,39.3887939453125,-76.4988021850586,anonymous,EN,I consent,60ff1d7a96561cac342ad78b,United States,Yes,"Might or
might not recommend",Is this person still operating their own company? Why is there a two year gap on resume?,Neither a bad nor a good fit,Not likely,Not very easy,A slightly good team player,"Yes, an ex-founder",Female,NA,45,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,I am a finance team lead with a large distribution company,NA,60ff1d7a96561cac342ad78b,NA,1,NA,NA,1,2,4,3
2021-11-25T12:43:52Z,2021-11-25T13:05:09Z,IP Address,45.37.34.63,100,1277,TRUE,2021-11-25T13:05:09Z,R_3mfdgokbcjavrpe,NA,NA,NA,NA,35.78019714355469,-78.48609924316406,anonymous,EN,I consent,6156498c17bdcd7cb70c420c,United States,Yes,Very probably recommend,This candidate's job experience shows that this candidate can move up in the marketing film as they gain experience.,An extremely good fit,Not very likely,Definitely easy,An extremely good team player,"No, not an ex-founder",Female,NA,37,Master's degree,South,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Education,NA,I was uncomfortable when asked for the name of my employer.,6156498c17bdcd7cb70c420c,NA,NA,1,NA,4,1,2,3
2021-11-25T13:01:43Z,2021-11-25T13:05:21Z,IP Address,104.49.245.128,100,218,TRUE,2021-11-25T13:05:22Z,R_dbBOUE9O4wT4CY1,NA,NA,NA,NA,38.220001220703125,-85.69419860839844,anonymous,EN,I consent,5e2ac2aa0038f21089a533a4,United States,Yes,Definitely will recommend,He has a lot of experience in Marketing and has been in his current position for seven years.,An extremely good fit,Not likely,Very easy,An extremely good team player,"No, not an ex-founder",Female,NA,42,Master's degree,South,More than 20 years,Looking for work,NA,NA,NA,NA,NA,NA,NA,no,5e2ac2aa0038f21089a533a4,1,NA,NA,NA,2,3,1,4
2021-11-25T13:02:03Z,2021-11-25T13:05:51Z,IP Address,174.250.26.13,100,228,TRUE,2021-11-25T13:05:52Z,R_2WwpPETd5rxpxX3,NA,NA,NA,NA,37.751007080078125,-97.8219985961914,anonymous,EN,I consent,5e04b9be7adf4bf23f066a2a,United States,Yes,Very probably recommend,Katie has a strong background in marketing with progressive experience demonstrating leadership ability.,Neither a bad nor a good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,51,Associate or Bachelor's degree,West,More than 20 years,Other:,Traveling in an RV,NA,NA,NA,NA,NA,NA,No. The study was clear and simple.,5e04b9be7adf4bf23f066a2a,NA,NA,1,NA,4,2,1,3
2021-11-25T13:03:37Z,2021-11-25T13:06:01Z,IP Address,100.18.6.15,100,144,TRUE,2021-11-25T13:06:01Z,R_zTqPWR1MHoHopTb,NA,NA,NA,NA,39.071502685546875,-76.69629669189453,anonymous,EN,I consent,5dd32178c5fa30341133264e,United States,Yes,Very probably recommend,She had great experience,A slightly good fit,"Definitely
will not quit",Easy,A slightly good team player,"Yes, an ex-founder",Female,NA,34,"Some college, no degree",Northeast,10–20 years,Working,NA,Type name here:,Foot and Ankle Associates,Office Manager,NA,NA,NA,N/A,5dd32178c5fa30341133264e,NA,1,NA,NA,2,1,4,3
2021-11-25T13:03:22Z,2021-11-25T13:06:02Z,IP Address,97.103.140.18,100,159,TRUE,2021-11-25T13:06:02Z,R_12cfdaDCfdieiQ3,NA,NA,NA,NA,28.140396118164062,-80.651397705078125,anonymous,EN,I consent,60fda2252557994ece9c4cc9,United States,Yes,Very probably recommend,He has been working in marketing for a long time and seems qualified to do so.,A slightly good fit,Not very likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,20,"Some college, no degree",South,5–10 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,I work with a team of people to help create learning spaces that are safe for children,NA,60fda2252557994ece9c4cc9,NA,NA,NA,1,4,2,3,1
2021-11-25T13:04:49Z,2021-11-25T13:06:50Z,IP Address,68.172.166.42,100,120,TRUE,2021-11-25T13:06:50Z,R_1gnWDypLhftPeeV,NA,NA,NA,NA,43.25849914550781,-77.66950225830078,anonymous,EN,I consent,6150c47994e2e7b7839691e3,United States,Yes,"Might or
might not recommend",Depends on position person is being hired for,Neither a bad nor a good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Female,NA,48,"Some college, no degree",Northeast,More than 20 years,Other:,Was in hospital,NA,NA,NA,NA,NA,NA,"No, have great day",6150c47994e2e7b7839691e3,NA,NA,1,NA,2,1,3,4
2021-11-25T13:01:14Z,2021-11-25T13:06:59Z,IP Address,174.74.193.156,100,344,TRUE,2021-11-25T13:06:59Z,R_2YblMdDAAcswj7a,NA,NA,NA,NA,33.60679626464844,-112.22789764404298,anonymous,EN,I consent,58a9bada6a8d3b00017eccc2,United States,Yes,Probably recommend,2 year break in work history is a worry. Although the previous jobs (1) company helps I would wonder about the skills needed for another position. Worry about the training needed and if the person is dedicated.,A slightly good fit,Very likely,Easy,A slightly good team player,"Yes, an ex-founder",Female,NA,59,Associate or Bachelor's degree,West,More than 20 years,Working,NA,Type name here:,Big Box Store (cannot disclose),Specialty Sales Manager,NA,NA,NA,Maybe highlight the resume. I had a hard time determining person was ex cfo/ceo (seemed to start own company in 2 years no history),58a9bada6a8d3b00017eccc2,NA,NA,NA,1,1,2,4,3
2021-11-25T13:04:06Z,2021-11-25T13:07:19Z,IP Address,98.118.137.30,100,192,TRUE,2021-11-25T13:07:19Z,R_1DCqgPhg4t5fcnk,NA,NA,NA,NA,42.73680114746094,-78.83580017089844,anonymous,EN,I consent,5b6f49b7d60bdd0001ade437,United States,Yes,Very probably recommend,"He has a strong varied marketing background, and spent a lot of time with the businesses.",A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,66,Master's degree,Northeast,More than 20 years,Working,NA,Type name here:,US Census Bureau,Field Representative,NA,NA,NA,none,5b6f49b7d60bdd0001ade437,1,NA,NA,NA,1,4,3,2
2021-11-25T13:03:04Z,2021-11-25T13:07:27Z,IP Address,35.142.217.211,100,262,TRUE,2021-11-25T13:07:27Z,R_1gnmqwjq1mDgjym,NA,NA,NA,NA,27.484298706054688,-82.581298828125,anonymous,EN,I consent,609a5974625e18ab158c9a3e,United States,Yes,Definitely will recommend,"The expertise that has been obtained in a short amount of time is very impressive. More importantly by owning a business, there has to be drive to do well.",A slightly bad fit,"Might or
might not quit",Neither easy nor difficult,A slightly good team player,"Yes, an ex-founder",Male,NA,60,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Alpha Business Solutions,CEO,NA,NA,NA,NA,609a5974625e18ab158c9a3e,NA,1,NA,NA,3,2,4,1
2021-11-25T13:02:44Z,2021-11-25T13:07:41Z,IP Address,174.206.104.219,100,296,TRUE,2021-11-25T13:07:41Z,R_8pk40qMLfOms37P,NA,NA,NA,NA,37.46119689941406,-77.3949966430664,anonymous,EN,I consent,615d0733aeb8f75406c20fbb,United States,Yes,Definitely will recommend,"They have the experience, education, and background in used products to be successful.",An extremely good fit,"Definitely
will not quit",Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,34,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,United States Air Force,Logistics Manager,NA,NA,NA,"Nope, it was great.",615d0733aeb8f75406c20fbb,1,NA,NA,NA,4,2,1,3
